ID,latitude,longitude,State,Median.electricity.bill.by.State,Habitual.electricity.bill.by.State,O,C,E,A,N,Exploratory.Tasks,Challenges,Social.Competition,Social.Network,Unlockable.Content
5888,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.52,0.62,0.64,0.78,Yes,No,No,No,Yes
5889,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.66,0.42,0.7,0.54,Yes,No,No,Yes,No
5890,21.88,-102.3, Aguascalientes,151.5,108-224.5 $ MXN,0.74,0.62,0.78,0.72,0.64,Yes,No,Yes,Yes,No
5891,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.6,0.5,0.8,1,Yes,No,No,Yes,Yes
5893,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.56,0.5,0.58,0.66,0.72,No,No,No,No,Yes
5894,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.8,0.62,0.82,0.68,0.7,Yes,No,Yes,No,Yes
5895,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.66,0.7,0.78,0.64,Yes,No,Yes,Yes,No
5896,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.62,0.92,0.76,0.8,Yes,No,Yes,Yes,Yes
5897,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.78,0.62,0.68,0.58,Yes,Yes,No,No,No
5898,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.7,0.68,0.64,0.48,Yes,Yes,No,No,No
5900,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.6,0.76,0.86,0.66,Yes,No,Yes,Yes,No
5901,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.5,0.56,0.82,0.64,No,No,No,Yes,No
5902,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.72,0.3,0.66,0.54,Yes,Yes,No,No,No
5903,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.94,0.6,0.6,0.78,0.7,Yes,No,No,Yes,Yes
5904,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.48,0.52,0.62,0.56,0.8,No,No,No,No,Yes
5905,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.66,0.54,0.68,0.62,Yes,No,No,No,No
5906,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.76,0.72,0.88,0.46,Yes,Yes,Yes,Yes,No
5907,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.64,0.92,0.76,0.68,Yes,No,Yes,Yes,No
5908,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.84,0.68,0.74,0.86,0.76,Yes,No,Yes,Yes,Yes
5909,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.76,0.92,0.9,0.76,Yes,Yes,Yes,Yes,Yes
5910,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.7,0.4,0.44,0.7,Yes,Yes,No,No,Yes
5911,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.5,0.4,0.72,0.8,No,No,No,Yes,Yes
5912,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.48,0.54,0.4,0.82,Yes,No,No,No,Yes
5913,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.48,0.52,0.64,0.88,0.68,No,No,No,Yes,No
5914,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.66,0.6,0.82,0.86,Yes,No,No,Yes,Yes
5915,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.84,0.4,0.38,0.76,0.82,Yes,No,No,Yes,Yes
5916,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.94,0.66,0.64,0.74,0.6,Yes,No,No,Yes,No
5917,20.6,-100.38, Queretaro,180,110-260 $ MXN,0.7,0.62,0.64,0.7,0.78,Yes,No,No,Yes,Yes
5918,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.64,0.36,0.8,0.48,Yes,No,No,Yes,No
5919,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.88,0.76,0.44,0.72,0.42,Yes,Yes,No,Yes,No
5920,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.72,0.44,0.44,0.58,No,Yes,No,No,No
5921,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.9,0.66,1,0.56,0.92,Yes,No,Yes,No,Yes
5922,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.78,0.5,0.88,0.68,Yes,Yes,No,Yes,No
5923,19.48,-99.24, Estado de Mexico,143,63.5-249.5 $ MXN,0.7,0.58,0.5,0.74,0.6,Yes,No,No,Yes,No
5924,19.63,-99.38, Estado de Mexico,143,63.5-249.5 $ MXN,0.72,0.6,0.74,0.74,0.66,Yes,No,Yes,Yes,No
5925,21.13,-101.67, Guanajuato,175,126.25-250 $ MXN,0.92,0.66,0.62,0.72,0.74,Yes,No,No,Yes,Yes
5926,19.08,-97.9, Puebla,120,115-310 $ MXN,0.62,0.78,0.52,0.7,0.84,No,Yes,No,Yes,Yes
5927,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.58,0.86,0.78,0.58,Yes,No,Yes,Yes,No
5928,17.88,-91.47, Tabasco,250,148.75-420.5 $ MXN,0.62,0.54,0.36,0.68,0.82,No,No,No,No,Yes
5929,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.62,0.62,0.64,0.76,Yes,No,No,No,Yes
5930,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.58,0.66,0.82,0.74,No,No,No,Yes,Yes
5931,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.8,0.6,0.56,0.76,0.58,Yes,No,No,Yes,No
5933,20.72,-103.4, Jalisco,143.5,96-200 $ MXN,0.78,0.6,0.72,0.6,0.58,Yes,No,Yes,No,No
5934,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.56,0.82,0.34,0.36,0.3,No,Yes,No,No,No
5935,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.8,0.6,0.72,0.78,0.6,Yes,No,Yes,Yes,No
5936,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.8,0.66,0.72,0.88,0.76,Yes,No,Yes,Yes,Yes
5937,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.8,0.28,0.84,0.98,Yes,Yes,No,Yes,Yes
5938,19.29,-99.67, Estado de Mexico,143,63.5-249.5 $ MXN,0.64,0.68,0.36,0.78,0.64,No,No,No,Yes,No
5939,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.52,0.76,0.82,0.54,Yes,No,Yes,Yes,No
5940,20.6,-100.38, Queretaro,180,110-260 $ MXN,0.6,0.5,0.36,0.68,0.76,No,No,No,No,Yes
5941,32.05,-115.91, Baja California,267,197.5-400 $ MXN,0.94,0.66,0.5,0.64,0.68,Yes,No,No,No,No
5942,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.82,0.42,0.72,0.56,0.64,Yes,No,Yes,No,No
5943,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.62,0.74,0.62,0.48,Yes,No,Yes,No,No
5944,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.64,0.54,0.58,0.58,Yes,No,No,No,No
5945,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.56,0.46,0.7,0.7,Yes,No,No,Yes,Yes
5946,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.62,0.54,0.7,0.5,No,No,No,Yes,No
5947,19.7,-101.12, Michoacan,90,55-150 $ MXN,0.86,0.6,0.62,0.7,0.42,Yes,No,No,Yes,No
5948,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.76,0.74,0.58,0.78,0.66,Yes,Yes,No,Yes,No
5949,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.46,0.6,0.62,0.78,No,No,No,No,Yes
5950,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.66,0.74,0.86,0.74,Yes,No,Yes,Yes,Yes
5951,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.54,0.72,0.8,0.46,Yes,No,Yes,Yes,No
5952,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.76,0.68,0.7,0.44,Yes,Yes,No,Yes,No
5953,19.35,-99.36, Estado de Mexico,143,63.5-249.5 $ MXN,0.74,0.48,0.88,0.76,0.9,Yes,No,Yes,Yes,Yes
5954,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.6,0.36,0.74,0.78,Yes,No,No,Yes,Yes
5956,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.72,0.62,0.86,0.72,Yes,Yes,No,Yes,Yes
5957,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.58,0.62,0.76,0.64,Yes,No,No,Yes,No
5958,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.42,0.4,0.78,0.74,No,No,No,Yes,Yes
5959,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.54,0.56,0.72,0.8,No,No,No,Yes,Yes
5960,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.76,0.64,0.4,0.68,0.7,Yes,No,No,No,Yes
5961,18.92,-99.25, Morelos,188,92.5-259.75 $ MXN,0.84,0.64,0.66,0.84,0.62,Yes,No,No,Yes,No
5962,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.6,0.6,0.68,0.74,No,No,No,No,Yes
5963,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.74,0.72,0.42,0.74,0.52,Yes,Yes,No,Yes,No
5964,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.52,0.6,0.84,0.76,Yes,No,No,Yes,Yes
5965,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.86,0.58,0.92,0.62,Yes,Yes,No,Yes,No
5966,17.98,-92.92, Tabasco,250,148.75-420.5 $ MXN,0.58,0.58,0.46,0.76,0.8,No,No,No,Yes,Yes
5967,19.39,-99.17, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.6,0.62,0.7,0.54,Yes,No,No,Yes,No
5968,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.64,0.52,0.78,0.74,No,No,No,Yes,Yes
5969,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.68,0.54,0.7,0.82,Yes,No,No,Yes,Yes
5970,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.66,0.76,0.7,0.46,Yes,No,Yes,Yes,No
5971,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.54,0.46,0.52,0.74,0.94,No,No,No,Yes,Yes
5972,17.88,-91.47, Tabasco,250,148.75-420.5 $ MXN,0.78,0.66,0.66,0.7,0.46,Yes,No,No,Yes,No
5974,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.68,0.64,0.8,0.66,Yes,No,No,Yes,No
5976,20.6,-89.21, Yucatan,233,129.5-491.25 $ MXN,0.9,0.72,0.52,0.58,0.46,Yes,Yes,No,No,No
5977,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.54,0.3,0.74,0.76,Yes,No,No,Yes,Yes
5978,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.7,0.36,0.76,0.86,Yes,Yes,No,Yes,Yes
5979,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.68,0.44,0.34,0.64,0.76,No,No,No,No,Yes
5980,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.84,0.72,0.42,0.36,Yes,Yes,Yes,No,No
5981,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.58,0.34,0.7,0.86,No,No,No,Yes,Yes
5982,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.56,0.52,0.84,0.84,Yes,No,No,Yes,Yes
5983,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.66,0.66,0.4,0.76,Yes,No,No,No,Yes
5984,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.86,0.6,0.48,0.48,0.72,Yes,No,No,No,Yes
5985,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.72,0.58,0.7,0.96,0.82,Yes,No,Yes,Yes,Yes
5986,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.66,0.72,0.98,0.48,Yes,No,Yes,Yes,No
5987,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.5,0.56,0.62,1,Yes,No,No,No,Yes
5988,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.66,0.64,0.6,0.86,Yes,No,No,No,Yes
5989,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.64,0.82,0.6,0.82,Yes,No,Yes,No,Yes
5990,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.8,0.62,0.56,0.74,0.84,Yes,No,No,Yes,Yes
5991,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.86,0.62,0.8,0.6,Yes,Yes,No,Yes,No
5992,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.58,0.42,0.78,0.44,No,No,No,Yes,No
5993,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.54,0.44,0.4,0.88,0.82,No,No,No,Yes,Yes
5994,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.62,0.64,0.8,0.66,Yes,No,No,Yes,No
