Location,entidad.1,Cost,energy.conscious,cost.oriented,early.adopter
28,Tamaulipas,1205,0,0,1
29,Tlaxcala,47,1,0,0
29,Tlaxcala,49,1,0,0
29,Tlaxcala,50,1,0,0
29,Tlaxcala,50,1,0,0
29,Tlaxcala,80,0,1,0
29,Tlaxcala,100,0,1,0
29,Tlaxcala,100,0,1,0
29,Tlaxcala,124,0,1,0
29,Tlaxcala,132,0,1,0
29,Tlaxcala,135,0,1,0
29,Tlaxcala,140,0,1,0
29,Tlaxcala,200,0,0,1
29,Tlaxcala,200,0,0,1
29,Tlaxcala,230,0,0,1
29,Tlaxcala,400,0,0,1
30,Veracruz,45,1,0,0
30,Veracruz,70,1,0,0
30,Veracruz,70,1,0,0
30,Veracruz,100,1,0,0
30,Veracruz,130,1,0,0
30,Veracruz,148,0,1,0
30,Veracruz,150,0,1,0
30,Veracruz,200,0,1,0
30,Veracruz,200,0,1,0
30,Veracruz,220,0,1,0
30,Veracruz,221,0,1,0
30,Veracruz,234,0,1,0
30,Veracruz,250,0,1,0
30,Veracruz,270,0,1,0
30,Veracruz,300,0,0,1
30,Veracruz,310,0,0,1
30,Veracruz,400,0,0,1
30,Veracruz,540,0,0,1
30,Veracruz,552,0,0,1
31,Yucatan,43,1,0,0
31,Yucatan,47,1,0,0
31,Yucatan,47,1,0,0
31,Yucatan,48,1,0,0
31,Yucatan,50,1,0,0
31,Yucatan,64,1,0,0
31,Yucatan,100,1,0,0
31,Yucatan,100,1,0,0
31,Yucatan,127,1,0,0
31,Yucatan,137,0,1,0
31,Yucatan,150,0,1,0
31,Yucatan,160,0,1,0
31,Yucatan,180,0,1,0
31,Yucatan,190,0,1,0
31,Yucatan,200,0,1,0
31,Yucatan,220,0,1,0
31,Yucatan,230,0,1,0
31,Yucatan,236,0,1,0
31,Yucatan,258,0,1,0
31,Yucatan,260,0,1,0
31,Yucatan,300,0,1,0
31,Yucatan,300,0,1,0
31,Yucatan,320,0,1,0
31,Yucatan,430,0,1,0
31,Yucatan,465,0,1,0
31,Yucatan,500,0,0,1
31,Yucatan,500,0,0,1
31,Yucatan,500,0,0,1
31,Yucatan,540,0,0,1
31,Yucatan,548,0,0,1
31,Yucatan,550,0,0,1
31,Yucatan,590,0,0,1
31,Yucatan,824,0,0,1
31,Yucatan,1031,0,0,1
32,Zacatecas,50,1,0,0
32,Zacatecas,50,1,0,0
32,Zacatecas,56,1,0,0
32,Zacatecas,59,1,0,0
32,Zacatecas,60,0,1,0
32,Zacatecas,100,0,1,0
32,Zacatecas,102,0,1,0
32,Zacatecas,105,0,1,0
32,Zacatecas,120,0,1,0
32,Zacatecas,130,0,1,0
32,Zacatecas,150,0,0,1
32,Zacatecas,200,0,0,1
32,Zacatecas,250,0,0,1
32,Zacatecas,300,0,0,1
