ID,upm,factor_sem,region,region.1,entidad,entidad.1,tot_integ,tot.cons,Rate.Type
1,1,373,2,Templada,1,Aguascalientes,1,261,1
2,1,373,2,Templada,1,Aguascalientes,4,150,1
3,1,373,2,Templada,1,Aguascalientes,4,500,1
4,1,373,2,Templada,1,Aguascalientes,1,267,1
5,1,373,2,Templada,1,Aguascalientes,2,420,1
6,2,387,2,Templada,1,Aguascalientes,6,150,1
7,2,387,2,Templada,1,Aguascalientes,2,200,1
10,3,372,2,Templada,1,Aguascalientes,2,230,1
11,3,372,2,Templada,1,Aguascalientes,5,200,1
12,3,372,2,Templada,1,Aguascalientes,2,190,1
13,3,372,2,Templada,1,Aguascalientes,6,300,1
14,3,372,2,Templada,1,Aguascalientes,4,320,1
16,4,318,2,Templada,1,Aguascalientes,1,320,1
17,4,318,2,Templada,1,Aguascalientes,3,49,1
18,4,318,2,Templada,1,Aguascalientes,5,140,1
19,4,318,2,Templada,1,Aguascalientes,4,136,1
20,5,447,2,Templada,1,Aguascalientes,2,120,1
21,5,447,2,Templada,1,Aguascalientes,4,350,1
23,5,447,2,Templada,1,Aguascalientes,3,215,1
24,5,447,2,Templada,1,Aguascalientes,1,142,1
25,6,314,2,Templada,1,Aguascalientes,3,85,1
26,6,314,2,Templada,1,Aguascalientes,2,180,1
27,6,314,2,Templada,1,Aguascalientes,3,495,1
28,6,314,2,Templada,1,Aguascalientes,3,520,1
29,6,314,2,Templada,1,Aguascalientes,3,300,1
30,7,357,2,Templada,1,Aguascalientes,3,250,1
31,7,357,2,Templada,1,Aguascalientes,1,50,1
34,7,357,2,Templada,1,Aguascalientes,5,120,1
36,8,342,2,Templada,1,Aguascalientes,1,163,1
37,8,342,2,Templada,1,Aguascalientes,4,233,1
38,8,342,2,Templada,1,Aguascalientes,2,430,1
40,9,366,2,Templada,1,Aguascalientes,3,164,1
41,9,366,2,Templada,1,Aguascalientes,3,217,1
44,10,366,2,Templada,1,Aguascalientes,3,297,1
45,10,366,2,Templada,1,Aguascalientes,8,370,1
46,10,366,2,Templada,1,Aguascalientes,1,250,1
47,10,366,2,Templada,1,Aguascalientes,2,260,1
48,10,366,2,Templada,1,Aguascalientes,1,113,1
49,11,311,2,Templada,1,Aguascalientes,4,413,1
51,11,311,2,Templada,1,Aguascalientes,5,160,1
52,12,352,2,Templada,1,Aguascalientes,2,480,1
53,12,352,2,Templada,1,Aguascalientes,1,83,1
54,12,352,2,Templada,1,Aguascalientes,4,152,1
55,12,352,2,Templada,1,Aguascalientes,2,106,1
56,12,352,2,Templada,1,Aguascalientes,2,260,1
57,13,401,2,Templada,1,Aguascalientes,1,188,1
59,13,401,2,Templada,1,Aguascalientes,4,93,1
60,13,401,2,Templada,1,Aguascalientes,3,280,1
61,13,401,2,Templada,1,Aguascalientes,4,180,1
64,14,390,2,Templada,1,Aguascalientes,4,275,1
65,14,390,2,Templada,1,Aguascalientes,4,360,1
66,14,390,2,Templada,1,Aguascalientes,4,130,1
68,15,342,2,Templada,1,Aguascalientes,4,300,1
72,16,301,2,Templada,1,Aguascalientes,5,150,1
73,16,301,2,Templada,1,Aguascalientes,4,350,1
74,16,301,2,Templada,1,Aguascalientes,3,150,1
76,16,301,2,Templada,1,Aguascalientes,3,282,1
77,17,390,2,Templada,1,Aguascalientes,3,357,1
78,17,390,2,Templada,1,Aguascalientes,2,400,1
79,17,390,2,Templada,1,Aguascalientes,2,328,1
80,17,390,2,Templada,1,Aguascalientes,3,261,1
81,18,341,2,Templada,1,Aguascalientes,4,235,1
83,18,341,2,Templada,1,Aguascalientes,4,206,1
84,18,341,2,Templada,1,Aguascalientes,2,187,1
85,19,297,2,Templada,1,Aguascalientes,4,310,1
86,19,297,2,Templada,1,Aguascalientes,1,201,1
90,20,265,2,Templada,1,Aguascalientes,1,134,1
91,20,265,2,Templada,1,Aguascalientes,4,198,1
92,20,265,2,Templada,1,Aguascalientes,1,205,1
93,20,265,2,Templada,1,Aguascalientes,6,250,1
94,20,265,2,Templada,1,Aguascalientes,1,240,1
97,21,402,2,Templada,1,Aguascalientes,3,384,1
98,21,402,2,Templada,1,Aguascalientes,4,160,1
100,22,368,2,Templada,1,Aguascalientes,3,300,1
101,22,368,2,Templada,1,Aguascalientes,4,147,1
102,22,368,2,Templada,1,Aguascalientes,2,300,1
103,22,368,2,Templada,1,Aguascalientes,6,400,1
104,22,368,2,Templada,1,Aguascalientes,1,241,1
106,23,350,2,Templada,1,Aguascalientes,2,289,1
107,23,350,2,Templada,1,Aguascalientes,5,265,1
109,24,406,2,Templada,1,Aguascalientes,2,88,1
110,24,406,2,Templada,1,Aguascalientes,3,142,1
112,24,406,2,Templada,1,Aguascalientes,2,262,1
113,24,406,2,Templada,1,Aguascalientes,4,221,1
114,25,381,2,Templada,1,Aguascalientes,2,102,1
115,25,381,2,Templada,1,Aguascalientes,4,231,1
116,25,381,2,Templada,1,Aguascalientes,5,195,1
117,25,381,2,Templada,1,Aguascalientes,2,193,1
118,25,381,2,Templada,1,Aguascalientes,4,370,1
119,26,358,2,Templada,1,Aguascalientes,5,340,1
120,26,358,2,Templada,1,Aguascalientes,6,195,1
122,26,358,2,Templada,1,Aguascalientes,2,135,1
124,27,401,2,Templada,1,Aguascalientes,3,112,1
126,27,401,2,Templada,1,Aguascalientes,2,260,1
127,28,345,2,Templada,1,Aguascalientes,5,180,1
129,28,345,2,Templada,1,Aguascalientes,3,450,1
130,28,345,2,Templada,1,Aguascalientes,3,300,1
131,29,335,2,Templada,1,Aguascalientes,4,250,1
132,29,335,2,Templada,1,Aguascalientes,2,502,1
133,29,335,2,Templada,1,Aguascalientes,6,239,1
134,30,360,2,Templada,1,Aguascalientes,4,120,1
135,30,360,2,Templada,1,Aguascalientes,2,99,1
136,30,360,2,Templada,1,Aguascalientes,2,250,1
138,30,360,2,Templada,1,Aguascalientes,1,504,1
139,31,362,2,Templada,1,Aguascalientes,3,294,1
140,31,362,2,Templada,1,Aguascalientes,4,200,1
141,31,362,2,Templada,1,Aguascalientes,9,250,1
142,31,362,2,Templada,1,Aguascalientes,2,263,1
143,31,362,2,Templada,1,Aguascalientes,4,90,1
145,32,369,2,Templada,1,Aguascalientes,4,363,1
146,32,369,2,Templada,1,Aguascalientes,5,250,1
147,32,369,2,Templada,1,Aguascalientes,4,360,1
148,32,369,2,Templada,1,Aguascalientes,3,120,1
149,33,317,2,Templada,1,Aguascalientes,4,320,1
150,33,317,2,Templada,1,Aguascalientes,2,283,1
151,33,317,2,Templada,1,Aguascalientes,2,162,1
152,33,317,2,Templada,1,Aguascalientes,8,172,1
154,34,362,2,Templada,1,Aguascalientes,2,142,1
155,34,362,2,Templada,1,Aguascalientes,1,150,1
158,34,362,2,Templada,1,Aguascalientes,2,430,1
160,35,380,2,Templada,1,Aguascalientes,3,265,1
163,35,380,2,Templada,1,Aguascalientes,3,300,1
164,36,370,2,Templada,1,Aguascalientes,6,190,1
165,36,370,2,Templada,1,Aguascalientes,4,258,1
166,36,370,2,Templada,1,Aguascalientes,3,400,1
167,36,370,2,Templada,1,Aguascalientes,5,190,1
168,37,349,2,Templada,1,Aguascalientes,1,155,1
169,37,349,2,Templada,1,Aguascalientes,4,320,1
170,37,349,2,Templada,1,Aguascalientes,4,330,1
171,37,349,2,Templada,1,Aguascalientes,3,174,1
175,38,414,2,Templada,1,Aguascalientes,4,500,1
176,38,414,2,Templada,1,Aguascalientes,7,150,1
177,39,384,2,Templada,1,Aguascalientes,5,394,1
178,39,384,2,Templada,1,Aguascalientes,3,270,1
183,40,384,2,Templada,1,Aguascalientes,2,204,1
184,40,384,2,Templada,1,Aguascalientes,4,137,1
185,40,384,2,Templada,1,Aguascalientes,4,480,1
186,40,384,2,Templada,1,Aguascalientes,2,177,1
188,41,342,2,Templada,1,Aguascalientes,1,72,1
189,41,342,2,Templada,1,Aguascalientes,3,300,1
190,41,342,2,Templada,1,Aguascalientes,1,120,1
191,42,383,2,Templada,1,Aguascalientes,5,155,1
192,42,383,2,Templada,1,Aguascalientes,2,210,1
193,42,383,2,Templada,1,Aguascalientes,3,380,1
194,42,383,2,Templada,1,Aguascalientes,4,246,1
195,43,356,2,Templada,1,Aguascalientes,1,58,1
196,43,356,2,Templada,1,Aguascalientes,6,235,1
197,43,356,2,Templada,1,Aguascalientes,1,102,1
198,43,356,2,Templada,1,Aguascalientes,4,350,1
199,43,356,2,Templada,1,Aguascalientes,1,67,1
201,44,366,2,Templada,1,Aguascalientes,2,232,1
202,44,366,2,Templada,1,Aguascalientes,3,110,1
203,44,366,2,Templada,1,Aguascalientes,6,300,1
204,44,366,2,Templada,1,Aguascalientes,5,150,1
206,45,380,2,Templada,1,Aguascalientes,5,286,1
207,45,380,2,Templada,1,Aguascalientes,6,300,1
208,45,380,2,Templada,1,Aguascalientes,4,160,1
209,45,380,2,Templada,1,Aguascalientes,5,185,1
210,46,374,2,Templada,1,Aguascalientes,2,108,1
211,46,374,2,Templada,1,Aguascalientes,2,178,1
212,46,374,2,Templada,1,Aguascalientes,4,180,1
213,46,374,2,Templada,1,Aguascalientes,2,70,1
214,46,374,2,Templada,1,Aguascalientes,5,200,1
215,47,350,2,Templada,1,Aguascalientes,5,253,1
216,47,350,2,Templada,1,Aguascalientes,2,151,1
217,47,350,2,Templada,1,Aguascalientes,3,220,1
219,47,350,2,Templada,1,Aguascalientes,4,136,1
220,48,382,2,Templada,1,Aguascalientes,5,300,1
221,48,382,2,Templada,1,Aguascalientes,5,400,1
222,48,382,2,Templada,1,Aguascalientes,5,210,1
224,49,376,2,Templada,1,Aguascalientes,3,435,1
225,49,376,2,Templada,1,Aguascalientes,5,340,1
227,49,376,2,Templada,1,Aguascalientes,6,230,1
228,49,376,2,Templada,1,Aguascalientes,8,149,1
231,50,399,2,Templada,1,Aguascalientes,2,130,1
232,50,399,2,Templada,1,Aguascalientes,4,150,1
233,50,399,2,Templada,1,Aguascalientes,2,184,1
234,51,381,2,Templada,1,Aguascalientes,5,235,1
237,51,381,2,Templada,1,Aguascalientes,4,254,1
238,51,381,2,Templada,1,Aguascalientes,3,55,1
239,52,348,2,Templada,1,Aguascalientes,6,389,1
240,52,348,2,Templada,1,Aguascalientes,4,284,1
242,52,348,2,Templada,1,Aguascalientes,3,180,1
244,53,340,2,Templada,1,Aguascalientes,4,270,1
245,53,340,2,Templada,1,Aguascalientes,8,380,1
248,53,340,2,Templada,1,Aguascalientes,6,135,1
249,54,370,2,Templada,1,Aguascalientes,1,120,1
250,54,370,2,Templada,1,Aguascalientes,4,130,1
251,54,370,2,Templada,1,Aguascalientes,9,402,1
252,54,370,2,Templada,1,Aguascalientes,6,334,1
253,55,376,2,Templada,1,Aguascalientes,2,181,1
255,55,376,2,Templada,1,Aguascalientes,5,300,1
256,55,376,2,Templada,1,Aguascalientes,2,240,1
257,56,369,2,Templada,1,Aguascalientes,2,260,1
259,56,369,2,Templada,1,Aguascalientes,4,500,1
262,57,373,2,Templada,1,Aguascalientes,5,250,1
263,57,373,2,Templada,1,Aguascalientes,4,511,1
264,57,373,2,Templada,1,Aguascalientes,7,110,1
265,57,373,2,Templada,1,Aguascalientes,6,130,1
266,57,373,2,Templada,1,Aguascalientes,4,230,1
267,58,394,2,Templada,1,Aguascalientes,4,152,1
269,58,394,2,Templada,1,Aguascalientes,5,153,1
270,58,394,2,Templada,1,Aguascalientes,3,120,1
273,59,366,2,Templada,1,Aguascalientes,6,350,1
274,59,366,2,Templada,1,Aguascalientes,2,256,1
275,59,366,2,Templada,1,Aguascalientes,3,250,1
276,59,366,2,Templada,1,Aguascalientes,3,460,1
277,60,349,2,Templada,1,Aguascalientes,3,120,1
278,60,349,2,Templada,1,Aguascalientes,4,121,1
279,60,349,2,Templada,1,Aguascalientes,6,250,1
282,61,332,2,Templada,1,Aguascalientes,4,313,1
285,62,351,2,Templada,1,Aguascalientes,1,50,1
286,62,351,2,Templada,1,Aguascalientes,4,96,1
287,62,351,2,Templada,1,Aguascalientes,1,250,1
288,63,375,2,Templada,1,Aguascalientes,2,238,1
289,63,375,2,Templada,1,Aguascalientes,4,400,1
290,63,375,2,Templada,1,Aguascalientes,5,200,1
291,64,374,2,Templada,1,Aguascalientes,2,96,1
293,64,374,2,Templada,1,Aguascalientes,3,131,1
294,64,374,2,Templada,1,Aguascalientes,2,250,1
295,64,374,2,Templada,1,Aguascalientes,3,87,1
296,65,363,2,Templada,1,Aguascalientes,8,276,1
297,65,363,2,Templada,1,Aguascalientes,3,400,1
298,65,363,2,Templada,1,Aguascalientes,5,198,1
299,65,363,2,Templada,1,Aguascalientes,2,151,1
305,67,406,2,Templada,1,Aguascalientes,1,300,1
306,67,406,2,Templada,1,Aguascalientes,1,190,1
308,68,383,2,Templada,1,Aguascalientes,2,250,1
309,68,383,2,Templada,1,Aguascalientes,4,180,1
310,68,383,2,Templada,1,Aguascalientes,7,300,1
311,68,383,2,Templada,1,Aguascalientes,4,276,1
312,68,383,2,Templada,1,Aguascalientes,4,280,1
314,69,395,2,Templada,1,Aguascalientes,3,278,1
315,69,395,2,Templada,1,Aguascalientes,4,181,1
317,69,395,2,Templada,1,Aguascalientes,3,50,1
319,70,324,2,Templada,1,Aguascalientes,6,327,1
320,70,324,2,Templada,1,Aguascalientes,2,160,1
321,70,324,2,Templada,1,Aguascalientes,3,235,1
322,70,324,2,Templada,1,Aguascalientes,7,216,1
323,71,365,2,Templada,1,Aguascalientes,4,230,1
324,71,365,2,Templada,1,Aguascalientes,4,250,1
325,71,365,2,Templada,1,Aguascalientes,6,279,1
326,71,365,2,Templada,1,Aguascalientes,3,148,1
329,72,295,2,Templada,1,Aguascalientes,4,150,1
331,72,295,2,Templada,1,Aguascalientes,1,102,1
334,73,371,2,Templada,1,Aguascalientes,2,166,1
335,73,371,2,Templada,1,Aguascalientes,7,81,1
336,73,371,2,Templada,1,Aguascalientes,7,157,1
338,74,402,2,Templada,1,Aguascalientes,5,90,1
340,74,402,2,Templada,1,Aguascalientes,4,265,1
341,74,402,2,Templada,1,Aguascalientes,5,273,1
342,75,362,2,Templada,1,Aguascalientes,3,230,1
343,75,362,2,Templada,1,Aguascalientes,3,280,1
344,75,362,2,Templada,1,Aguascalientes,5,400,1
345,75,362,2,Templada,1,Aguascalientes,6,230,1
346,75,362,2,Templada,1,Aguascalientes,5,177,1
347,76,379,2,Templada,1,Aguascalientes,3,111,1
348,76,379,2,Templada,1,Aguascalientes,4,189,1
349,76,379,2,Templada,1,Aguascalientes,4,277,1
350,76,379,2,Templada,1,Aguascalientes,3,190,1
351,76,379,2,Templada,1,Aguascalientes,2,154,1
352,77,365,2,Templada,1,Aguascalientes,2,489,1
353,77,365,2,Templada,1,Aguascalientes,1,110,1
354,77,365,2,Templada,1,Aguascalientes,3,248,1
355,77,365,2,Templada,1,Aguascalientes,4,189,1
356,77,365,2,Templada,1,Aguascalientes,2,63,1
358,78,401,2,Templada,1,Aguascalientes,5,356,1
359,78,401,2,Templada,1,Aguascalientes,10,279,1
360,78,401,2,Templada,1,Aguascalientes,4,170,1
361,78,401,2,Templada,1,Aguascalientes,5,25,1
362,79,364,2,Templada,1,Aguascalientes,4,180,1
363,79,364,2,Templada,1,Aguascalientes,6,290,1
364,79,364,2,Templada,1,Aguascalientes,4,210,1
365,79,364,2,Templada,1,Aguascalientes,5,190,1
367,80,355,2,Templada,1,Aguascalientes,3,164,1
369,80,355,2,Templada,1,Aguascalientes,3,167,1
370,81,328,2,Templada,1,Aguascalientes,6,350,1
371,81,328,2,Templada,1,Aguascalientes,6,249,1
372,81,328,2,Templada,1,Aguascalientes,2,130,1
373,81,328,2,Templada,1,Aguascalientes,5,177,1
374,81,328,2,Templada,1,Aguascalientes,4,160,1
375,82,345,2,Templada,1,Aguascalientes,4,135,1
376,82,345,2,Templada,1,Aguascalientes,2,230,1
377,82,345,2,Templada,1,Aguascalientes,1,223,1
378,82,345,2,Templada,1,Aguascalientes,5,120,1
379,83,316,2,Templada,1,Aguascalientes,4,297,1
380,83,316,2,Templada,1,Aguascalientes,1,200,1
381,83,316,2,Templada,1,Aguascalientes,2,110,1
382,83,316,2,Templada,1,Aguascalientes,5,117,1
383,83,316,2,Templada,1,Aguascalientes,4,213,1
386,84,358,2,Templada,1,Aguascalientes,2,200,1
389,85,369,2,Templada,1,Aguascalientes,4,118,1
390,85,369,2,Templada,1,Aguascalientes,7,200,1
392,85,369,2,Templada,1,Aguascalientes,5,353,1
393,86,343,2,Templada,1,Aguascalientes,3,136,1
394,86,343,2,Templada,1,Aguascalientes,5,88,1
395,86,343,2,Templada,1,Aguascalientes,4,250,1
397,87,362,2,Templada,1,Aguascalientes,3,130,1
398,87,362,2,Templada,1,Aguascalientes,5,250,1
399,87,362,2,Templada,1,Aguascalientes,5,246,1
400,87,362,2,Templada,1,Aguascalientes,5,150,1
401,87,362,2,Templada,1,Aguascalientes,4,240,1
402,88,380,2,Templada,1,Aguascalientes,4,485,1
404,88,380,2,Templada,1,Aguascalientes,2,160,1
405,88,380,2,Templada,1,Aguascalientes,4,190,1
406,88,380,2,Templada,1,Aguascalientes,1,198,1
408,89,384,2,Templada,1,Aguascalientes,3,171,1
409,89,384,2,Templada,1,Aguascalientes,3,183,1
410,89,384,2,Templada,1,Aguascalientes,6,50,1
411,89,384,2,Templada,1,Aguascalientes,3,170,1
412,90,337,2,Templada,1,Aguascalientes,4,85,1
413,90,337,2,Templada,1,Aguascalientes,5,185,1
414,90,337,2,Templada,1,Aguascalientes,2,80,1
415,90,337,2,Templada,1,Aguascalientes,5,105,1
416,91,410,2,Templada,1,Aguascalientes,3,50,1
418,91,410,2,Templada,1,Aguascalientes,2,235,1
419,91,410,2,Templada,1,Aguascalientes,4,200,1
420,91,410,2,Templada,1,Aguascalientes,3,350,1
421,92,389,2,Templada,1,Aguascalientes,5,224,1
423,92,389,2,Templada,1,Aguascalientes,5,172,1
424,92,389,2,Templada,1,Aguascalientes,7,350,1
425,92,389,2,Templada,1,Aguascalientes,4,119,1
426,93,375,2,Templada,1,Aguascalientes,4,240,1
427,93,375,2,Templada,1,Aguascalientes,2,240,1
428,93,375,2,Templada,1,Aguascalientes,4,250,1
430,93,375,2,Templada,1,Aguascalientes,3,200,1
431,94,355,2,Templada,1,Aguascalientes,3,250,1
432,94,355,2,Templada,1,Aguascalientes,5,390,1
433,94,355,2,Templada,1,Aguascalientes,2,240,1
434,94,355,2,Templada,1,Aguascalientes,1,229,1
435,94,355,2,Templada,1,Aguascalientes,4,150,1
436,95,352,2,Templada,1,Aguascalientes,3,239,1
437,95,352,2,Templada,1,Aguascalientes,3,274,1
438,95,352,2,Templada,1,Aguascalientes,4,127,1
439,95,352,2,Templada,1,Aguascalientes,3,217,1
440,95,352,2,Templada,1,Aguascalientes,3,176,1
441,96,385,2,Templada,1,Aguascalientes,2,50,1
442,96,385,2,Templada,1,Aguascalientes,2,130,1
443,96,385,2,Templada,1,Aguascalientes,5,227,1
444,96,385,2,Templada,1,Aguascalientes,4,56,1
445,96,385,2,Templada,1,Aguascalientes,6,106,1
446,97,416,2,Templada,1,Aguascalientes,4,100,1
447,97,416,2,Templada,1,Aguascalientes,3,120,1
448,97,416,2,Templada,1,Aguascalientes,2,163,1
449,97,416,2,Templada,1,Aguascalientes,1,149,1
452,98,403,2,Templada,1,Aguascalientes,1,135,1
455,99,327,2,Templada,1,Aguascalientes,4,131,1
456,99,327,2,Templada,1,Aguascalientes,4,294,1
457,99,327,2,Templada,1,Aguascalientes,6,180,1
458,99,327,2,Templada,1,Aguascalientes,4,120,1
459,99,327,2,Templada,1,Aguascalientes,1,232,1
460,100,444,2,Templada,1,Aguascalientes,4,100,1
462,100,444,2,Templada,1,Aguascalientes,7,160,1
466,101,404,2,Templada,1,Aguascalientes,5,115,1
467,101,404,2,Templada,1,Aguascalientes,2,134,1
468,102,369,2,Templada,1,Aguascalientes,7,81,1
469,102,369,2,Templada,1,Aguascalientes,3,83,1
470,102,369,2,Templada,1,Aguascalientes,1,100,1
471,102,369,2,Templada,1,Aguascalientes,4,114,1
472,102,369,2,Templada,1,Aguascalientes,4,211,1
473,103,369,2,Templada,1,Aguascalientes,4,78,1
474,103,369,2,Templada,1,Aguascalientes,4,120,1
476,103,369,2,Templada,1,Aguascalientes,5,325,1
478,104,392,2,Templada,1,Aguascalientes,5,250,1
479,104,392,2,Templada,1,Aguascalientes,4,88,1
480,104,392,2,Templada,1,Aguascalientes,3,114,1
481,104,392,2,Templada,1,Aguascalientes,5,407,1
482,104,392,2,Templada,1,Aguascalientes,3,84,1
483,105,370,2,Templada,1,Aguascalientes,3,274,1
484,106,353,2,Templada,1,Aguascalientes,7,165,1
485,106,353,2,Templada,1,Aguascalientes,3,48,1
486,106,353,2,Templada,1,Aguascalientes,4,138,1
487,106,353,2,Templada,1,Aguascalientes,4,192,1
488,106,353,2,Templada,1,Aguascalientes,3,300,1
489,107,409,2,Templada,1,Aguascalientes,4,260,1
490,107,409,2,Templada,1,Aguascalientes,1,200,1
491,107,409,2,Templada,1,Aguascalientes,3,150,1
492,107,409,2,Templada,1,Aguascalientes,5,225,1
493,107,409,2,Templada,1,Aguascalientes,5,200,1
494,108,542,2,Templada,1,Aguascalientes,4,320,1
496,108,542,2,Templada,1,Aguascalientes,3,254,1
497,108,542,2,Templada,1,Aguascalientes,2,300,1
498,109,354,2,Templada,1,Aguascalientes,4,269,1
499,109,354,2,Templada,1,Aguascalientes,1,25,1
500,109,354,2,Templada,1,Aguascalientes,4,170,1
501,109,354,2,Templada,1,Aguascalientes,4,250,1
502,109,354,2,Templada,1,Aguascalientes,5,500,1
503,110,355,2,Templada,1,Aguascalientes,4,285,1
505,110,355,2,Templada,1,Aguascalientes,2,143,1
507,110,355,2,Templada,1,Aguascalientes,2,280,1
509,111,347,2,Templada,1,Aguascalientes,4,467,1
510,111,347,2,Templada,1,Aguascalientes,4,180,1
511,111,347,2,Templada,1,Aguascalientes,5,196,1
512,111,347,2,Templada,1,Aguascalientes,2,299,1
513,112,342,2,Templada,1,Aguascalientes,3,253,1
514,112,342,2,Templada,1,Aguascalientes,4,250,1
516,112,342,2,Templada,1,Aguascalientes,2,35,1
517,112,342,2,Templada,1,Aguascalientes,5,486,1
518,113,309,2,Templada,1,Aguascalientes,5,348,1
520,113,309,2,Templada,1,Aguascalientes,5,166,1
521,113,309,2,Templada,1,Aguascalientes,2,70,1
524,114,296,2,Templada,1,Aguascalientes,7,110,1
525,114,296,2,Templada,1,Aguascalientes,4,170,1
526,114,296,2,Templada,1,Aguascalientes,2,230,1
527,115,383,2,Templada,1,Aguascalientes,5,300,1
528,115,383,2,Templada,1,Aguascalientes,4,312,1
529,115,383,2,Templada,1,Aguascalientes,4,250,1
530,115,383,2,Templada,1,Aguascalientes,4,150,1
531,116,477,2,Templada,1,Aguascalientes,5,387,1
532,116,477,2,Templada,1,Aguascalientes,2,75,1
533,116,477,2,Templada,1,Aguascalientes,4,160,1
534,116,477,2,Templada,1,Aguascalientes,4,347,1
536,117,338,2,Templada,1,Aguascalientes,6,91,1
537,117,338,2,Templada,1,Aguascalientes,4,182,1
540,118,357,2,Templada,1,Aguascalientes,4,500,1
541,118,357,2,Templada,1,Aguascalientes,2,186,1
543,118,357,2,Templada,1,Aguascalientes,4,208,1
545,119,323,2,Templada,1,Aguascalientes,4,300,1
546,119,323,2,Templada,1,Aguascalientes,1,200,1
547,119,323,2,Templada,1,Aguascalientes,4,210,1
548,119,323,2,Templada,1,Aguascalientes,7,275,1
549,119,323,2,Templada,1,Aguascalientes,3,170,1
550,120,360,2,Templada,1,Aguascalientes,4,350,1
551,120,360,2,Templada,1,Aguascalientes,2,270,1
552,120,360,2,Templada,1,Aguascalientes,1,153,1
553,120,360,2,Templada,1,Aguascalientes,4,170,1
554,120,360,2,Templada,1,Aguascalientes,4,178,1
555,121,474,2,Templada,1,Aguascalientes,4,110,1
556,121,474,2,Templada,1,Aguascalientes,1,167,1
557,121,474,2,Templada,1,Aguascalientes,2,250,1
558,121,474,2,Templada,1,Aguascalientes,2,80,1
559,122,359,2,Templada,1,Aguascalientes,5,100,1
560,122,359,2,Templada,1,Aguascalientes,4,200,1
561,122,359,2,Templada,1,Aguascalientes,5,126,1
562,122,359,2,Templada,1,Aguascalientes,5,100,1
563,123,391,2,Templada,1,Aguascalientes,6,275,1
564,123,391,2,Templada,1,Aguascalientes,6,235,1
565,123,391,2,Templada,1,Aguascalientes,4,141,1
566,123,391,2,Templada,1,Aguascalientes,4,267,1
567,123,391,2,Templada,1,Aguascalientes,4,402,1
568,124,228,2,Templada,1,Aguascalientes,2,84,1
569,124,228,2,Templada,1,Aguascalientes,5,146,1
570,124,228,2,Templada,1,Aguascalientes,1,72,1
571,124,228,2,Templada,1,Aguascalientes,6,75,1
572,124,228,2,Templada,1,Aguascalientes,5,163,1
573,125,373,2,Templada,1,Aguascalientes,2,176,1
574,125,373,2,Templada,1,Aguascalientes,3,179,1
575,125,373,2,Templada,1,Aguascalientes,5,115,1
577,125,373,2,Templada,1,Aguascalientes,2,150,1
578,126,361,2,Templada,1,Aguascalientes,3,198,1
579,126,361,2,Templada,1,Aguascalientes,2,86,1
580,126,361,2,Templada,1,Aguascalientes,2,277,1
581,126,361,2,Templada,1,Aguascalientes,3,105,1
582,126,361,2,Templada,1,Aguascalientes,6,174,1
583,127,363,2,Templada,1,Aguascalientes,3,143,1
584,127,363,2,Templada,1,Aguascalientes,4,260,1
585,127,363,2,Templada,1,Aguascalientes,5,219,1
586,127,363,2,Templada,1,Aguascalientes,3,65,1
587,127,363,2,Templada,1,Aguascalientes,6,460,1
588,128,433,2,Templada,1,Aguascalientes,4,450,1
589,128,433,2,Templada,1,Aguascalientes,2,254,1
590,128,433,2,Templada,1,Aguascalientes,1,120,1
591,128,433,2,Templada,1,Aguascalientes,3,200,1
592,129,518,2,Templada,1,Aguascalientes,5,98,1
593,129,518,2,Templada,1,Aguascalientes,2,300,1
594,129,518,2,Templada,1,Aguascalientes,8,130,1
596,129,518,2,Templada,1,Aguascalientes,7,117,1
597,129,518,2,Templada,1,Aguascalientes,4,138,1
598,129,518,2,Templada,1,Aguascalientes,3,291,1
599,129,518,2,Templada,1,Aguascalientes,2,120,1
600,129,518,2,Templada,1,Aguascalientes,4,180,1
601,129,518,2,Templada,1,Aguascalientes,1,126,1
602,129,518,2,Templada,1,Aguascalientes,1,300,1
603,129,518,2,Templada,1,Aguascalientes,7,253,1
604,129,518,2,Templada,1,Aguascalientes,4,212,1
605,129,518,2,Templada,1,Aguascalientes,4,400,1
606,129,518,2,Templada,1,Aguascalientes,3,234,1
607,129,518,2,Templada,1,Aguascalientes,4,273,1
608,129,518,2,Templada,1,Aguascalientes,5,216,1
609,130,443,2,Templada,1,Aguascalientes,3,110,1
610,130,443,2,Templada,1,Aguascalientes,1,247,1
611,130,443,2,Templada,1,Aguascalientes,3,200,1
612,130,443,2,Templada,1,Aguascalientes,6,320,1
615,131,580,2,Templada,1,Aguascalientes,5,520,1
616,131,580,2,Templada,1,Aguascalientes,4,87,1
617,131,580,2,Templada,1,Aguascalientes,1,130,1
618,132,287,2,Templada,1,Aguascalientes,4,50,1
619,132,287,2,Templada,1,Aguascalientes,1,197,1
620,132,287,2,Templada,1,Aguascalientes,3,270,1
624,133,304,2,Templada,1,Aguascalientes,3,113,1
627,133,304,2,Templada,1,Aguascalientes,5,111,1
628,134,490,2,Templada,1,Aguascalientes,4,58,1
629,134,490,2,Templada,1,Aguascalientes,5,75,1
630,134,490,2,Templada,1,Aguascalientes,6,155,1
631,134,490,2,Templada,1,Aguascalientes,3,50,1
632,134,490,2,Templada,1,Aguascalientes,5,110,1
633,135,482,2,Templada,1,Aguascalientes,4,240,1
634,135,482,2,Templada,1,Aguascalientes,2,132,1
